date,tmax,tmin,tavg,precip
2022-10-18,30.4,20.1,24.6,0.0
2022-10-19,30.4,19.4,24.5,0.0
2022-10-20,30.4,19.0,24.5,0.0
2022-10-21,30.2,19.2,24.2,0.0
2022-10-22,30.6,18.7,24.1,0.0
2022-10-23,29.6,18.9,23.6,0.0
2022-10-24,29.4,19.4,23.4,0.0
2022-10-25,29.0,18.2,22.7,0.0
2022-10-26,29.4,15.9,23.0,0.0
2022-10-27,29.6,17.2,23.6,0.0
2022-10-28,29.9,17.9,23.6,0.0
2022-10-29,29.1,18.1,23.2,0.0
2022-10-30,28.6,18.0,23.2,0.0
2022-10-31,28.5,18.1,23.5,0.0
2022-11-01,28.5,17.1,23.0,0.0
2022-11-02,30.1,18.7,23.4,0.0
2022-11-03,29.6,17.3,23.1,0.0
2022-11-04,29.3,18.6,23.2,0.0
2022-11-05,29.4,18.4,24.0,0.0
2022-11-06,28.9,19.1,23.9,0.0
2022-11-07,29.2,18.9,23.8,0.0
2022-11-08,29.4,19.2,23.7,0.0
2022-11-09,29.0,19.0,23.0,0.2
2022-11-10,28.3,18.4,21.9,0.6
2022-11-11,27.9,18.0,21.8,0.0
2022-11-12,26.7,15.9,20.4,0.0
2022-11-13,26.9,15.8,20.3,0.0
2022-11-14,26.8,14.7,20.4,0.0
2022-11-15,27.4,15.3,20.7,0.0
2022-11-16,27.6,15.9,21.3,0.0
2022-11-17,25.0,15.2,19.6,0.0
2022-11-18,24.2,13.3,18.4,0.0
2022-11-19,24.1,11.8,18.7,0.0
2022-11-20,25.5,12.3,18.3,0.0
2022-11-21,25.8,13.7,18.7,0.0
2022-11-22,25.9,13.3,18.5,0.0
2022-11-23,25.3,12.9,18.2,0.0
2022-11-24,24.9,12.0,17.5,0.0
2022-11-25,25.1,11.3,17.9,0.0
2022-11-26,25.1,12.2,17.8,0.0
2022-11-27,25.6,12.4,18.1,0.0
2022-11-28,25.4,12.3,18.3,0.0
2022-11-29,25.5,13.0,18.5,0.0
2022-11-30,24.6,13.0,17.9,0.0
2022-12-01,24.2,11.8,17.7,0.0
2022-12-02,24.0,11.1,17.5,0.0
2022-12-03,24.1,11.6,17.4,0.0
2022-12-04,24.0,12.7,17.4,0.0
2022-12-05,23.5,11.5,16.7,0.0
2022-12-06,23.2,12.0,16.8,0.0
2022-12-07,23.7,12.1,16.9,0.0
2022-12-08,22.9,11.4,16.3,0.0
2022-12-09,23.2,11.3,16.3,0.0
2022-12-10,25.2,11.3,17.4,0.0
2022-12-11,26.8,11.8,18.2,0.0
2022-12-12,26.8,12.6,18.8,0.0
2022-12-13,25.9,13.7,18.7,0.0
2022-12-14,24.7,13.2,17.7,0.0
2022-12-15,22.5,10.0,15.5,0.0
2022-12-16,22.8,10.0,15.3,0.0
2022-12-17,22.4,9.3,15.2,0.0
2022-12-18,22.7,8.8,15.2,0.0
2022-12-19,22.9,9.6,15.4,0.0
2022-12-20,22.9,10.4,15.3,0.0
2022-12-21,22.7,8.9,14.8,0.0
2022-12-22,24.0,10.4,15.9,0.0
2022-12-23,24.2,10.9,16.7,0.0
2022-12-24,23.5,13.4,17.7,1.7
2022-12-25,21.6,11.0,15.2,0.0
2022-12-26,20.7,8.4,13.5,0.0
2022-12-27,20.8,8.2,13.5,0.0
2022-12-28,21.3,8.9,14.4,0.0
2022-12-29,20.8,8.3,14.7,0.0
2022-12-30,21.9,9.3,14.9,0.0
2022-12-31,21.4,9.7,14.9,0.0
2023-01-01,20.5,9.6,14.0,0.0
2023-01-02,19.1,7.7,12.3,0.0
2023-01-03,18.9,7.1,11.7,0.0
2023-01-04,17.2,7.3,10.7,0.0
2023-01-05,16.2,5.6,9.7,0.0
2023-01-06,15.0,5.6,8.6,0.0
2023-01-07,17.0,4.8,9.1,0.0
2023-01-08,18.3,4.6,11.4,0.0
2023-01-09,19.3,5.9,11.8,0.0
2023-01-10,20.9,7.1,12.5,0.0
2023-01-11,20.0,7.5,12.6,0.0
2023-01-12,21.5,8.6,14.0,0.0
2023-01-13,21.7,11.3,15.7,1.0
2023-01-14,21.4,10.9,15.2,0.0
2023-01-15,16.9,7.3,11.7,0.0
2023-01-16,16.1,5.0,10.0,0.0
2023-01-17,17.0,5.2,10.5,0.0
2023-01-18,17.6,5.1,10.8,0.0
2023-01-19,18.7,5.6,12.7,0.0
2023-01-20,20.1,7.4,13.6,0.0
2023-01-21,22.2,9.0,15.3,0.0
2023-01-22,20.3,10.5,14.9,0.0
2023-01-23,21.2,11.6,16.5,3.0
2023-01-24,24.0,13.8,18.3,0.0
2023-01-25,21.9,14.6,17.8,9.0
2023-01-26,21.7,13.5,17.5,0.0
2023-01-27,20.6,11.5,15.7,0.0
2023-01-28,20.9,8.9,13.9,0.0
2023-01-29,22.0,7.8,14.8,0.0
2023-01-30,22.5,11.3,15.9,0.0
2023-01-31,22.1,12.0,16.5,0.0
2023-02-01,21.1,10.7,15.2,0.0
2023-02-02,21.4,9.8,14.9,0.0
2023-02-03,22.9,10.8,15.7,0.0
2023-02-04,23.9,11.3,16.8,0.0
2023-02-05,24.3,11.9,17.1,0.0
2023-02-06,25.0,10.6,17.6,0.0
2023-02-07,26.0,13.3,18.9,0.0
2023-02-08,23.4,12.1,17.2,0.0
2023-02-09,25.1,10.3,17.6,0.0
2023-02-10,26.8,12.7,19.4,0.0
2023-02-11,27.9,14.1,20.4,0.0
2023-02-12,24.7,13.3,18.6,0.0
2023-02-13,21.7,12.3,16.3,0.0
2023-02-14,22.8,10.3,16.2,0.0
2023-02-15,24.4,10.9,16.8,0.0
2023-02-16,25.2,11.3,18.3,0.0
2023-02-17,26.4,13.4,20.2,0.0
2023-02-18,26.5,13.7,20.6,0.0
2023-02-19,27.8,14.2,20.9,0.0
2023-02-20,30.0,14.0,21.3,0.0
2023-02-21,29.8,15.3,21.7,0.0
2023-02-22,30.5,16.3,22.5,0.0
2023-02-23,29.6,15.7,21.5,0.0
2023-02-24,28.0,12.5,19.7,0.0
2023-02-25,28.4,12.8,20.7,0.0
2023-02-26,29.2,13.7,21.9,0.0
2023-02-27,30.5,14.7,22.4,0.0
2023-02-28,30.7,14.3,22.8,0.0
2023-03-01,30.5,14.8,22.7,0.0
2023-03-02,31.7,15.5,23.1,0.0
2023-03-03,32.3,17.9,24.5,0.0
2023-03-04,31.9,18.3,24.5,0.0
2023-03-05,31.2,17.8,24.0,0.0
2023-03-06,30.5,17.8,23.6,0.0
2023-03-07,30.5,16.4,23.3,0.0
2023-03-08,29.8,17.6,23.2,0.3
2023-03-09,29.0,16.7,22.2,1.6
2023-03-10,29.2,16.1,23.0,0.0
2023-03-11,30.2,15.7,23.4,0.0
2023-03-12,30.5,16.6,24.3,0.0
2023-03-13,31.6,17.6,25.1,0.0
2023-03-14,32.1,18.4,25.0,0.6
2023-03-15,33.3,17.8,25.1,0.0
2023-03-16,32.3,19.4,24.0,2.4
2023-03-17,28.5,18.7,22.9,4.9
2023-03-18,28.5,18.1,22.3,12.8
2023-03-19,29.4,16.7,22.1,0.1
2023-03-20,26.4,17.2,20.5,14.2
2023-03-21,25.2,16.1,19.2,10.5
2023-03-22,26.7,14.4,20.4,0.0
2023-03-23,28.9,17.4,22.6,0.0
2023-03-24,31.0,17.0,23.4,0.5
2023-03-25,30.2,20.3,24.5,0.2
2023-03-26,30.9,18.3,23.9,0.0
2023-03-27,30.7,17.4,23.8,0.1
2023-03-28,31.1,17.9,24.2,0.0
2023-03-29,32.9,17.8,25.5,0.0
2023-03-30,33.2,20.1,26.4,0.0
2023-03-31,29.8,18.6,23.0,7.7
2023-04-01,28.3,17.1,22.2,0.7
2023-04-02,30.7,17.3,24.3,0.0
2023-04-03,33.7,17.5,25.9,0.0
2023-04-04,32.3,19.6,26.1,0.0
2023-04-05,33.6,19.2,25.5,0.0
2023-04-06,33.6,18.2,25.7,0.0
2023-04-07,34.7,18.6,26.1,0.0
2023-04-08,35.1,19.0,26.5,0.0
2023-04-09,36.2,19.8,27.7,0.0
2023-04-10,36.2,18.6,27.6,0.0
2023-04-11,36.7,19.2,28.1,0.0
2023-04-12,38.5,20.9,30.0,0.0
2023-04-13,39.1,23.0,31.1,0.0
2023-04-14,39.0,22.6,30.8,0.0
2023-04-15,38.8,23.7,31.2,0.0
2023-04-16,40.9,24.1,32.3,0.0
2023-04-17,41.1,24.1,32.8,0.0
2023-04-18,41.4,26.0,33.9,0.0
2023-04-19,41.1,25.9,33.7,0.0
2023-04-20,39.6,25.5,32.5,0.0
2023-04-21,36.2,24.9,30.3,0.0
2023-04-22,36.0,21.5,29.2,0.0
2023-04-23,34.6,23.0,27.5,0.8
2023-04-24,31.5,20.3,25.7,0.8
2023-04-25,33.3,18.9,26.7,0.0
2023-04-26,34.8,20.8,28.4,0.0
2023-04-27,36.3,23.0,29.7,0.0
2023-04-28,35.9,22.7,29.4,0.0
2023-04-29,34.3,23.9,28.2,0.1
2023-04-30,29.2,21.2,24.9,10.4
2023-05-01,29.8,20.2,23.6,26.0
2023-05-02,29.8,19.1,24.4,1.2
2023-05-03,30.4,21.3,24.8,9.5
2023-05-04,30.4,20.2,25.4,1.1
2023-05-05,33.4,20.4,27.2,0.0
2023-05-06,36.3,21.5,29.1,0.0
2023-05-07,38.1,22.9,30.3,0.0
2023-05-08,37.5,22.4,30.7,0.0
2023-05-09,40.0,24.0,31.4,0.0
2023-05-10,38.2,22.0,29.9,0.0
2023-05-11,39.3,20.9,30.6,0.0
2023-05-12,39.5,22.5,31.2,0.0
2023-05-13,40.3,23.5,32.1,0.0
2023-05-14,41.7,25.0,33.7,0.0
2023-05-15,41.2,25.3,32.9,0.0
2023-05-16,41.0,24.2,33.2,0.0
2023-05-17,42.4,26.2,34.5,0.0
2023-05-18,41.1,27.1,34.2,0.0
2023-05-19,41.0,27.0,33.9,0.0
2023-05-20,41.8,26.5,34.4,0.0
2023-05-21,43.7,25.5,35.2,0.0
2023-05-22,43.7,28.1,35.8,0.0
2023-05-23,43.9,27.4,35.8,0.0
2023-05-24,40.1,28.4,33.7,0.0
2023-05-25,34.1,24.8,29.4,22.9
2023-05-26,33.6,24.4,27.9,4.3
2023-05-27,33.8,23.4,28.0,0.0
2023-05-28,34.9,23.7,29.1,0.0
2023-05-29,35.4,24.5,29.5,1.0
2023-05-30,37.3,24.5,31.0,0.0
2023-05-31,36.1,24.6,30.9,0.0
2023-06-01,36.9,25.2,30.9,0.0
2023-06-02,37.2,25.2,31.1,0.0
2023-06-03,38.3,25.2,31.5,0.0
2023-06-04,39.6,24.5,32.2,0.0
2023-06-05,37.3,26.8,31.1,0.9
2023-06-06,38.7,25.4,32.4,0.0
2023-06-07,39.8,26.1,33.0,0.0
2023-06-08,40.8,26.1,33.6,0.0
2023-06-09,40.9,27.6,34.6,0.0
2023-06-10,41.4,28.2,35.5,0.0
2023-06-11,41.3,30.2,35.8,0.0
2023-06-12,41.4,30.9,36.5,0.0
2023-06-13,43.4,32.0,37.7,0.0
2023-06-14,41.9,32.8,37.5,0.0
2023-06-15,41.2,33.0,36.7,0.0
2023-06-16,41.1,30.7,35.8,0.0
2023-06-17,40.9,30.2,35.8,0.0
2023-06-18,40.7,31.3,35.9,0.0
2023-06-19,40.1,30.4,34.4,0.1
2023-06-20,35.1,27.6,31.5,4.0
2023-06-21,28.1,25.4,26.7,45.5
2023-06-22,32.6,25.9,28.5,4.1
2023-06-23,35.1,25.8,30.4,2.6
2023-06-24,36.2,27.2,31.1,28.0
2023-06-25,35.0,27.2,30.3,5.5
2023-06-26,33.9,26.3,30.0,10.7
2023-06-27,35.3,27.3,31.6,0.8
2023-06-28,33.7,27.9,30.0,6.0
2023-06-29,31.7,25.5,28.1,11.7
2023-06-30,32.1,25.2,27.3,21.2
2023-07-01,32.7,25.4,28.1,17.4
2023-07-02,31.6,25.8,28.6,5.5
2023-07-03,33.9,26.0,29.7,3.9
2023-07-04,32.6,26.4,28.8,4.0
2023-07-05,33.1,25.8,29.3,13.0
2023-07-06,32.9,26.7,29.2,9.7
2023-07-07,32.3,26.3,28.6,28.5
2023-07-08,32.4,25.4,28.5,31.2
2023-07-09,32.8,25.5,28.6,26.6
2023-07-10,33.6,25.6,29.5,23.0
2023-07-11,33.4,26.2,28.9,14.1
2023-07-12,33.1,26.3,28.8,17.8
2023-07-13,32.8,26.3,28.6,12.8
2023-07-14,32.8,25.5,29.4,18.2
2023-07-15,32.6,25.2,27.9,34.4
2023-07-16,33.5,25.8,29.3,5.1
2023-07-17,33.4,25.6,29.8,1.2
2023-07-18,33.6,27.1,30.0,1.6
2023-07-19,34.0,27.4,30.5,2.1
2023-07-20,35.4,28.6,31.9,0.1
2023-07-21,35.8,28.8,32.2,0.0
2023-07-22,34.5,29.2,31.2,4.0
2023-07-23,34.3,28.9,31.3,0.2
2023-07-24,34.5,28.0,30.9,2.5
2023-07-25,34.5,26.1,29.3,27.3
2023-07-26,34.1,26.9,29.9,3.2
2023-07-27,34.0,26.8,30.2,9.4
2023-07-28,34.4,27.4,30.3,0.2
2023-07-29,33.4,25.7,29.2,16.6
2023-07-30,32.1,26.2,29.1,1.9
2023-07-31,33.5,26.2,29.4,7.6
2023-08-01,33.9,26.8,29.7,5.6
2023-08-02,31.7,26.9,28.8,25.2
2023-08-03,31.8,26.6,29.0,40.8
2023-08-04,32.1,26.6,28.7,8.6
2023-08-05,32.6,26.2,29.0,2.3
2023-08-06,31.3,26.0,28.3,15.4
2023-08-07,33.0,27.6,29.8,0.2
2023-08-08,32.3,27.1,29.5,1.3
2023-08-09,32.8,26.9,29.5,0.5
2023-08-10,31.9,27.3,29.6,0.1
2023-08-11,33.6,26.7,29.8,0.0
2023-08-12,34.0,27.2,30.3,0.0
2023-08-13,33.2,27.4,29.5,0.6
2023-08-14,31.8,26.2,28.7,2.1
2023-08-15,33.0,25.6,29.2,0.4
2023-08-16,34.0,26.9,30.4,0.5
2023-08-17,33.5,27.8,30.1,5.1
2023-08-18,32.2,26.0,28.9,25.1
2023-08-19,33.5,26.9,29.6,8.7
2023-08-20,34.1,27.7,30.5,0.2
2023-08-21,33.9,27.3,30.5,1.2
2023-08-22,31.3,26.1,28.3,38.4
2023-08-23,30.9,25.8,27.4,11.6
2023-08-24,29.4,25.1,27.1,23.8
2023-08-25,33.1,25.6,29.0,0.5
2023-08-26,33.0,25.6,29.2,0.0
2023-08-27,33.4,26.3,29.4,0.0
2023-08-28,32.1,25.6,28.1,2.0
2023-08-29,33.2,25.4,28.8,0.2
2023-08-30,33.9,25.9,29.4,0.0
2023-08-31,34.6,26.2,30.2,0.0
2023-09-01,35.0,25.9,30.5,0.0
2023-09-02,35.9,27.0,31.0,0.0
2023-09-03,35.9,26.3,30.9,0.0
2023-09-04,35.0,26.0,30.6,0.0
2023-09-05,32.9,27.0,29.7,3.7
2023-09-06,32.4,26.5,29.1,0.3
2023-09-07,32.1,26.6,28.8,2.7
2023-09-08,32.6,26.1,27.8,16.5
2023-09-09,30.6,24.7,27.2,18.8
2023-09-10,31.3,24.8,27.3,36.7
2023-09-11,28.1,24.9,26.4,18.7
2023-09-12,30.7,24.7,27.5,1.2
2023-09-13,32.9,25.0,28.9,0.7
2023-09-14,33.6,26.3,29.6,1.0
2023-09-15,33.2,27.2,30.0,0.3
2023-09-16,31.9,25.8,28.9,2.8
2023-09-17,32.8,26.7,29.2,0.3
2023-09-18,32.0,25.5,28.7,0.5
2023-09-19,32.7,25.9,29.1,4.3
2023-09-20,32.2,25.9,28.9,2.2
2023-09-21,32.4,25.8,28.9,8.3
2023-09-22,30.9,24.9,28.2,1.1
2023-09-23,32.1,25.0,27.8,0.6
2023-09-24,32.0,24.4,27.5,6.7
2023-09-25,31.6,24.4,27.8,0.6
2023-09-26,31.8,24.3,27.9,0.2
2023-09-27,33.4,24.8,29.0,0.0
2023-09-28,33.3,24.2,28.5,0.0
2023-09-29,34.2,24.6,28.8,0.0
2023-09-30,33.8,24.0,28.7,0.0
2023-10-01,33.4,24.8,28.6,0.0
2023-10-02,31.5,25.3,27.4,17.0
2023-10-03,33.0,22.7,27.4,0.0
2023-10-04,31.6,21.1,26.3,0.5
2023-10-05,32.2,23.2,27.4,0.0
2023-10-06,32.8,21.0,26.8,0.0
2023-10-07,33.5,21.5,28.4,0.0
2023-10-08,34.9,23.1,28.4,0.0
2023-10-09,35.5,24.9,29.5,0.0
2023-10-10,35.3,24.4,29.0,0.0
2023-10-11,34.9,22.5,28.0,0.0
2023-10-12,34.5,20.6,27.3,0.0
2023-10-13,34.6,19.7,26.8,0.0
2023-10-14,35.0,21.1,27.6,0.0
2023-10-15,35.3,21.7,27.6,0.0
2023-10-16,33.5,21.7,26.4,6.6
2023-10-17,30.3,19.4,24.3,0.1
2023-10-18,30.8,20.2,24.8,0.0
2023-10-19,30.8,19.3,24.2,0.0
2023-10-20,30.6,18.9,24.0,0.0
2023-10-21,30.4,17.8,23.5,0.0
2023-10-22,30.4,17.3,23.6,0.0
2023-10-23,31.0,18.9,24.4,0.0
2023-10-24,30.1,18.5,23.9,0.0
2023-10-25,30.7,17.9,24.1,0.0
2023-10-26,30.7,18.4,23.3,0.0
2023-10-27,31.1,16.9,23.9,0.0
2023-10-28,30.9,16.8,24.3,0.0
2023-10-29,30.7,17.6,24.3,0.0
2023-10-30,30.5,17.7,23.8,0.0
2023-10-31,30.1,17.9,23.9,0.0
2023-11-01,30.1,19.3,24.1,0.0
2023-11-02,30.5,18.1,24.4,0.0
2023-11-03,30.4,18.6,23.9,0.0
2023-11-04,30.4,17.7,23.9,0.0
2023-11-05,30.1,18.2,23.5,0.0
2023-11-06,30.0,16.2,23.0,0.0
2023-11-07,29.9,16.9,23.4,0.0
2023-11-08,30.9,16.5,23.6,0.0
2023-11-09,31.3,17.2,23.4,0.0
2023-11-10,30.6,18.9,24.0,0.1
2023-11-11,27.9,19.3,23.1,0.0
2023-11-12,27.4,17.6,21.7,0.0
2023-11-13,27.2,15.5,21.2,0.0
2023-11-14,26.7,15.9,21.9,0.0
2023-11-15,26.6,15.2,20.5,0.0
2023-11-16,26.9,14.7,21.1,0.0
2023-11-17,27.2,14.9,21.0,0.0
2023-11-18,27.1,14.9,20.5,0.0
2023-11-19,28.0,15.0,21.1,0.0
2023-11-20,27.6,16.4,21.0,0.0
2023-11-21,27.0,15.0,20.2,0.0
2023-11-22,26.1,14.7,19.4,0.0
2023-11-23,25.4,12.3,18.6,0.0
2023-11-24,25.8,12.6,18.7,0.0
2023-11-25,26.2,12.9,19.4,0.0
2023-11-26,26.6,13.0,19.9,0.0
2023-11-27,21.9,15.6,19.0,0.6
2023-11-28,26.6,14.2,19.9,0.0
2023-11-29,26.4,15.6,20.5,0.0
2023-11-30,24.8,16.7,20.0,21.4
2023-12-01,25.5,16.6,20.6,0.0
2023-12-02,25.9,15.9,20.7,0.0
2023-12-03,26.9,16.6,21.4,0.0
2023-12-04,22.7,16.9,19.3,5.7
2023-12-05,23.3,16.2,18.8,6.1
2023-12-06,25.6,15.0,20.0,0.0
2023-12-07,25.1,16.3,20.2,0.0
2023-12-08,25.0,14.2,19.0,0.0
2023-12-09,24.3,13.7,18.1,0.0
2023-12-10,23.5,12.0,16.7,0.0
2023-12-11,22.7,10.3,16.3,0.0
2023-12-12,22.6,9.9,15.5,0.0
2023-12-13,22.8,10.5,16.0,0.0
2023-12-14,23.3,10.4,15.7,0.0
2023-12-15,22.4,9.6,15.0,0.0
2023-12-16,22.3,9.5,15.1,0.0
2023-12-17,22.1,8.3,14.6,0.0
2023-12-18,21.7,9.3,14.7,0.0
2023-12-19,21.0,9.5,14.2,0.0
2023-12-20,21.5,9.6,14.4,0.0
2023-12-21,20.4,9.4,14.4,0.0
2023-12-22,20.9,9.3,14.8,0.0
2023-12-23,22.4,9.3,15.4,0.1
2023-12-24,23.6,10.2,16.1,0.0
2023-12-25,23.0,10.0,15.8,0.0
2023-12-26,23.0,9.9,16.1,0.0
2023-12-27,22.8,11.3,15.8,0.0
2023-12-28,21.2,9.2,14.3,0.0
2023-12-29,20.7,8.2,13.2,0.0
2023-12-30,19.9,7.6,12.4,0.0
2023-12-31,19.0,5.7,11.8,0.0
2024-01-01,19.3,9.5,14.3,0.0
2024-01-02,19.1,8.2,12.9,0.0
2024-01-03,19.3,9.9,13.8,12.9
2024-01-04,21.2,10.5,15.6,0.0
2024-01-05,19.5,11.8,15.4,4.6
2024-01-06,20.3,11.6,15.3,0.0
2024-01-07,19.9,9.8,14.1,0.0
2024-01-08,20.1,8.8,13.6,0.0
2024-01-09,20.5,8.7,14.1,0.0
2024-01-10,18.9,9.7,13.2,0.0
2024-01-11,18.4,7.8,11.6,0.0
2024-01-12,18.3,6.1,11.5,0.0
2024-01-13,19.0,6.1,11.6,0.0
2024-01-14,19.7,5.5,11.8,0.0
2024-01-15,18.4,4.4,10.6,0.0
2024-01-16,16.9,3.7,9.7,0.0
2024-01-17,16.9,5.3,9.8,0.0
2024-01-18,16.2,4.2,9.4,0.0
2024-01-19,16.9,4.6,9.9,0.0
2024-01-20,16.9,7.5,11.3,0.0
2024-01-21,17.1,5.3,10.2,0.0
2024-01-22,16.8,6.1,10.2,0.0
2024-01-23,17.2,5.3,10.3,0.0
2024-01-24,18.0,5.2,10.8,0.0
2024-01-25,18.4,6.9,12.1,0.0
2024-01-26,18.8,4.2,11.4,0.0
2024-01-27,19.9,6.7,12.2,0.0
2024-01-28,21.2,7.5,14.1,0.0
2024-01-29,22.5,9.7,15.0,0.0
2024-01-30,21.9,9.9,15.9,0.0
2024-01-31,22.3,9.9,16.0,0.0
2024-02-01,23.0,12.7,16.9,0.1
2024-02-02,21.8,9.9,15.4,0.0
2024-02-03,22.8,9.9,15.8,0.0
2024-02-04,20.8,12.5,16.0,9.1
2024-02-05,22.1,13.4,16.9,7.8
2024-02-06,20.6,11.0,15.2,0.0
2024-02-07,20.5,9.0,14.3,0.0
2024-02-08,19.8,9.5,14.1,0.0
2024-02-09,20.1,6.8,13.7,0.0
2024-02-10,20.8,7.0,14.1,0.0
2024-02-11,21.4,7.4,14.7,0.0
2024-02-12,23.2,7.9,16.0,0.0
2024-02-13,24.8,13.5,18.9,0.1
2024-02-14,23.6,14.3,18.5,2.0
2024-02-15,24.7,11.7,18.1,0.0
2024-02-16,25.0,12.1,18.1,0.0
2024-02-17,24.7,12.0,18.0,0.0
2024-02-18,26.3,10.4,18.6,0.0
2024-02-19,27.3,14.5,20.3,0.0
2024-02-20,28.4,13.5,20.8,0.9
2024-02-21,25.9,16.1,20.1,1.7
2024-02-22,24.1,13.0,17.5,0.0
2024-02-23,24.3,10.4,16.6,0.0
2024-02-24,24.5,10.6,17.1,0.2
2024-02-25,24.8,11.2,18.2,0.6
2024-02-26,24.7,12.2,18.4,0.0
2024-02-27,25.4,12.8,18.6,0.0
2024-02-28,25.3,12.8,18.4,0.0
2024-02-29,26.1,13.0,18.8,0.0
2024-03-01,28.0,12.2,20.4,0.0
2024-03-02,25.7,16.3,20.7,6.6
2024-03-03,22.6,17.2,19.0,22.7
2024-03-04,24.3,15.1,19.1,5.2
2024-03-05,22.9,12.1,16.7,0.0
2024-03-06,23.3,10.9,16.8,0.0
2024-03-07,24.6,10.1,17.2,0.0
2024-03-08,26.1,12.8,18.7,0.0
2024-03-09,25.5,11.1,18.4,0.0
2024-03-10,26.4,11.1,18.8,0.0
2024-03-11,28.4,13.8,21.2,0.0
2024-03-12,30.3,15.8,22.9,0.0
2024-03-13,30.2,16.4,23.0,0.0
2024-03-14,30.3,16.0,22.9,0.0
2024-03-15,29.1,15.6,22.5,0.0
2024-03-16,28.5,15.4,21.1,0.0
2024-03-17,28.6,12.6,21.0,0.0
2024-03-18,28.1,13.8,21.5,0.0
2024-03-19,28.7,13.4,21.4,0.0
